GeneID,67_S53,68_S54
Mir467b,0,0
Gm13128,0,0
Cib3,4,1
Prrt4,6,1
A630073D07Rik,0,0
BC024139,0,0
Nxpe3,257,329
4930404N11Rik,0,0
Prr23a2,0,0
Prr23a1,0,0
Strip1,1260,1340
Gm15091,0,0
Slc35f1,0,0
Emsy,525,554
Plcd4,1,4
H2-Oa,300,438
Gm2663,4,0
Btbd35f14,0,0
Kctd14,115,60
Krtap10-4,0,0
Ccnb2,4021,4238
Dmrta2,3,0
Lnp1,0,0
Trim26,1241,1416
Catsperd,12,2
Qser1,28,37
4930544D05Rik,1,1
Rhox3g,0,0
Gm14124,0,1
Scgb1c1,0,0
9030025P20Rik,26,34
Mpzl3,478,439
Dsg1b,0,0
Sap18b,0,0
Zfp937,20,15
Tgif2lx2,0,0
Gm3435,12,8
Pogk,87,70
4930571K23Rik,0,0
Klra10,0,0
Rag1,0,0
Raet1c,0,0
Mageb3,3,8
Gm11563,0,0
Pramef25,0,0
Dusp5,7468,7082
Rel,675,531
Reg2,0,0
Rela,3874,3652
Adam18,0,0
Mir504,0,0
9030612E09Rik,1,4
Ugp2,1674,1723
Gm15713,0,3
H2ab3,0,0
H2ab2,0,0
Samt2b,0,0
Hnf1a,2,1
Snord57,0,3
Xpnpep3,135,136
Snora64,0,1
9530082P21Rik,8,10
Olfr247,0,0
Gm5113,39,9
Ctsf,62,68
Trip12,2122,2927
Gfer,755,601
Vps35,3944,4000
4931408D14Rik,23,9
Mboat4,21,10
Mcm7,5090,4630
Scgb2b1,0,0
A230001M10Rik,0,0
Gm7337,0,0
Gm5039,0,0
4921511C20Rik,0,0
Rps4l,56,41
Mir669o,0,0
Gpd2,2846,2219
Lnx1,33,30
Mfn1,698,668
Iqcd,0,16
Gm11981,0,0
Micalcl,0,0
Mab21l4,0,0
Sorcs2,0,0
Fam151a,0,0
H2bc1,0,0
H2ac20,138,119
H2ac10,7,4
H2ac4,103,133
Glipr2,7791,8601
Gmfb,1175,1159
Ube4b,993,1058
A830082N09Rik,0,2
Pkhd1l1,40,47
Mup5,0,0
Mup4,0,0
Omt2a,0,0
Arhgef16,13,0
Sprr2a3,0,0
Nek11,0,0
Gm14057,14,20
Snhg20,86,39
Olfm4,0,0
Uri1,1573,1558
Mir6905,0,0
Syf2,2313,2125
Zscan4d,0,0
Olfr1372-ps1,0,0
1810006J02Rik,25,19
Cylc1,0,0
Cenpv,449,316
2310005A03Rik,0,0
Trp53inp2,134,105
Hnrnpul1,3702,3930
Slco4c1,0,0
Ncapd3,753,983
Clk3,2773,2836
Pik3r2,231,254
Snord66,0,0
Vmn2r62,0,0
Vmn2r61,0,0
Fbln7,0,0
Ubxn6,1353,1274
Bin2,5872,5682
Il22ra2,0,0
Il22ra1,0,0
Arhgef5,261,156
Cct8l1,0,0
Zdhhc5,2551,2875
Clspn,372,322
Rnf39,19,20
Serpina11,0,0
Gje1,0,0
Gm19395,0,0
1700046C09Rik,0,0
Gm11562,0,0
Mesp2,0,0
Mir8120,3,6
Mir692-3,0,0
1700084J12Rik,0,0
Mir3086,0,0
Mir3085,0,0
C5ar2,0,3
Trpt1,37,47
C030037D09Rik,28,9
Col9a3,0,0
Iqgap2,1724,2088
Nup62cl,0,0
Pigyl,568,593
Trdmt1,50,65
Erbb3,127,184
Znrf4,0,0
Fkbp5,3154,2961
Fkbp4,5410,4309
Psmb7,4054,3043
Inf2,97,71
Mir879,0,0
Mir871,0,0
Osbpl7,512,328
Qpct,364,491
Cdh7,0,0
Ptprg,31,20
Lipo1,0,0
Pramef12,0,0
Slc44a4,0,0
Taf1c,441,409
Oxa1l,884,743
Uck2,2135,1785
Chac1,55,58
Polr2d,1891,1632
Gtpbp4,2106,1992
Tamm41,526,482
Nars,7519,5993
Mmp1b,0,0
Ddx10,1827,1588
Tssk6,15,20
Ssu72,4485,3877
Gpr137b,7,0
Slc18a2,24,57
Hepacam2,0,1
Copz2,160,100
Slc35g3,0,0
Plcg1,1435,1904
Got1,1386,1289
2310034O05Rik,0,0
Vmn1r142,0,0
Snord52,0,0
Mir448,0,0
Samd10,406,306
Mir7657,0,0
Gm11747,0,0
Clrn2,0,0
Zdhhc25,0,0
Mxd1,1024,887
Gm15127,0,0
Slc25a53,31,50
Mrps30,2215,1777
Hgh1,517,366
Bmpr2,43,44
Pten,2097,2070
Ptdss1,1854,2334
Mir181c,0,0
Gm715,4,5
Hes3,1,2
Gm16404,0,0
Wap,0,0
Zfp346,177,191
Alb,0,0
Zfp873,28,32
Fhl5,0,0
Rrs1,1353,1011
Rps8,7951,5610
Nprl2,615,535
Tmigd1,14,37
Rdm1,1103,1163
Msmo1,4086,3248
Cmpk1,3198,2872
Ndst4,0,0
Cyb5r4,2706,2356
Mis18a,940,784
Arl3,751,658
Gdpd1,111,93
Ropn1,0,0
Csf2,22,18
Gm22650,0,0
Gm23363,0,0
9230117E06Rik,0,0
Snora62,0,0
Gm11757,0,0
Mir6376,0,0
Mir7j,0,0
Mir6377,0,0
H2ab1,0,0
Cyth4,2818,2742
Gm12216,54,50
Mir8108,0,0
5730480H06Rik,7,9
Pck1,0,6
Zfp979,0,0
Ltbp3,197,131
Fgf15,0,0
Esp5,0,0
4930447A16Rik,0,0
Zbtb8os,916,759
Cfap77,6,6
Nkx1-2,0,0
Tnfrsf1a,435,347
Wnt3a,0,0
Sbp,0,0
Efna5,0,0
Galnt10,416,396
Depdc7,0,5
Mrpl38,799,763
Pgap1,31,20
Gpsm2,579,506
Hrnr,0,0
Rap2a,691,550
Dicer1,740,599
Fam43a,0,4
Fam216b,0,0
Klri1,0,0
Rpl36,5591,4210
Tal1,3,0
Rprl2,0,0
Rnu12,15,19
Gm5478,0,0
Ddost,16755,13956
Ddx43,1,1
Sult2a7,0,0
Lamb1,0,0
Ptprv,34,15
Spdye4c,0,0
Sorcs3,0,0
Cd5l,0,0
Apex1,1385,1336
Nfyb,1421,1195
Gm10125,6,2
Gm12359,2,3
Cisd1,3335,2583
Ifi44l,0,0
Acss1,480,801
1810018F18Rik,0,0
1700066N21Rik,0,0
1700034E13Rik,0,0
E130317F20Rik,44,33
Adcy6,25,16
Thap6,82,101
Plcb2,487,535
Morn5,0,0
1700012B09Rik,21,14
Iqcf5,0,0
Mir6904,0,0
Vsig10,67,56
Necap2,2879,2595
Arpc5,18561,17265
Srsf4,347,282
Mir3112,0,0
Zzef1,556,656
Steap3,107,85
Nipsnap1,711,642
Npas1,11,6
Cd34,0,0
Gm20498,0,0
F12,8,1
Pbx4,200,131
Crocc,101,216
Tcf7l1,0,7
Cxcl5,0,0
Crybg1,2331,2389
Syde1,0,0
Obox2,0,0
Cfp,24,15
Oaf,48,24
Aadacl4,0,0
Gm7361,0,0
Mir703,47,14
Ppp5c,1313,1122
Kif28,0,0
Axdnd1,0,1
Slc25a36,212,205
Cybrd1,0,0
Omp,9,0
Olfr56,0,0
Olfr49,0,0
Oit3,597,446
Dio1,0,0
Egr1,17561,19136
Fut9,0,2
Spata13,2089,2225
Gm4827,4,28
Mir7658,0,0
Elp6,417,326
Cep164,384,348
Zfp93,39,55
Lcn2,0,0
Scgb1b2,0,0
4930545L23Rik,0,0
Sox5os3,1,0
Gm13103,0,0
Rtl8b,250,209
2310061N02Rik,0,0
Kiss1r,17,20
Prss1,0,0
Spg11,457,543
Olfr1270,0,0
Olfr1256,0,0
Olfr1257,0,0
Olfr1260,0,0
Olfr1272,0,0
Olfr1258,1,0
Olfr1255,0,0
Olfr1262,0,0
Olfr1234,0,0
AU016765,0,0
Mir7027,0,0
Slc23a1,2,0
Hrct1,0,0
Cript,1955,1894
2210407C18Rik,0,0
Fam222b,371,278
Aldh8a1,0,2
Trmt5,262,300
Bcl7b,781,649
Gnb2,7663,6619
Gnaz,23,55
Gys1,2266,2619
L2hgdh,89,121
AU022793,0,0
C330022C24Rik,0,0
4930401O10Rik,0,0
Lhfpl4,0,9
Adam32,0,0
Zscan20,58,45
Colgalt2,2,0
Tiparp,720,796
Prmt6,788,770
Cphx1,0,0
Rhox13,0,0
Mir6357,0,0
Mir6356,0,0
Mir6355,0,0
Mir6354,0,0
Pros1,417,296
Prodh,7,21
Pip,0,0
Dpm2,1349,1097
Map2k1,4417,4296
Prkg2,0,0
Prkar2a,1215,1438
Shoc1,3,2
Ubr3,345,356
Ror2,0,0
Vapb,1162,967
Prl5a1,0,0
Kcnmb2,0,0
Sac3d1,772,582
Pnlip,0,0
Ipo11,942,1082
Phpt1,764,619
Polr2g,1962,1653
Wfdc2,0,0
Rgcc,397,385
2610301B20Rik,359,203
Cdyl2,422,537
BB014433,0,0
Pycrl,1046,941
Mir3092,0,0
E130018N17Rik,0,0
Ptov1,191,208
Vmn2r122,0,0
Gm4836,0,0
Adam4,3,3
Gm31592,0,0
Mir8119,0,0
Prss57,49,21
Slc9a2,19,5
Cyp1b1,0,0
Cyp1a2,0,0
Irx2,2,7
Irx1,0,0
Irs4,0,0
Irs1,0,0
Krtap5-2,0,0
Arl14,0,0
Snx20,2043,2247
Ceacam20,0,0
Lrpap1,3160,3456
Lhx3,0,0
Brs3,0,0
Brca2,260,278
Psmg1,512,381
Nfkb1,2352,2304
Tspan7,0,0
Atp6v1f,3894,3083
Wnt9a,0,0
Moxd2,0,0
Braf,254,292
Fgd5,0,0
Ccdc174,628,512
4930556C24Rik,0,0
4930486L24Rik,716,725
Nrg3os,0,0
4930556J02Rik,0,0
4933402E13Rik,0,0
Zfp790,218,160
1700003L19Rik,0,0
Strn4,1417,1286
Ms4a4c,29,44
Tmem200c,0,0
Cd4,16,33
Smim18,0,0
Zbtb32,8017,5999
Wdr53,330,337
Mir5126,0,0
Kif5c,29,24
Sfxn2,119,103
Acsbg3,0,0
Nbn,588,523
Siva1,1828,1291
Cngb3,0,0
Sema3a,1,0
Gng5,2760,2359
Zfp141,231,403
Gm32687,0,0
Lrrc32,193,241
Psmd13,7076,5386
Lce1g,0,0
Cplx1,0,0
Gngt1,0,2
Gnb5,165,269
Krtap5-1,0,0
Apoa1,3,0
Irx4,0,0
Pdzrn3,0,0
Rnu73b,0,0
Olfr239,0,0
Gm20738,0,0
Olfr519,0,0
Taf8,337,380
Fn3k,0,0
Arpin,3,3
Decr1,804,740
Ctso,447,628
4933406J09Rik,0,1
A830036E02Rik,0,0
A930037H05Rik,3,7
Plekhf1,161,288
Evx1,11,0
Gtf2f2,1356,1204
1300017J02Rik,0,0
Sh3rf1,46,81
Bbs10,13,1
Raver1,636,520
Palmd,0,0
Ube2c,3097,3695
Avpi1,682,504
Tlr9,0,0
Pygb,3190,3290
Cypt15,0,0
Wnk3,2,0
Vps16,1679,1669
Pdzd9,0,3
Cyp3a11,1,0
Foxd2,88,70
Foxc1,13,2
Met,0,0
Rnf150,5,0
4833422M21Rik,0,0
Lix1l,30,22
Olfr1459,0,0
Mir713,0,0
Ulk4,5,8
2610318N02Rik,442,345
Fam241b,92,52
Tmem235,0,0
Defa36,0,0
Defa33,0,0
Ccdc85c,24,24
Gm21119,0,0
Fkbpl,81,65
Gm1043,9,1
Dbp,35,61
Slc7a8,0,1
Car3,0,0
Crip1,9643,10874
Capn6,0,0
AV051173,19,27
Gm20356,0,0
Gm13003,0,0
4930523O13Rik,0,0
1700017G19Rik,0,0
Gm12709,3,0
4933417E11Rik,0,0
A430035B10Rik,29,27
C920021L13Rik,14,2
4933436E23Rik,0,0
Gm10007,0,0
1700047G03Rik,0,4
Gm18853,0,0
4930529K09Rik,0,0
Gm19784,0,0
9230112J17Rik,0,0
1700034P13Rik,3,3
Spata25,0,0
Camk2n1,190,174
1700066B17Rik,0,1
Ccdc47,1736,2030
Fem1al,0,0
Cmtm2b,0,0
Dcbld2,140,101
Olfr242,0,0
Cfap298,792,627
Tlr4,26,16
Rpl34-ps1,0,0
Ldhal6b,0,0
Vmn1r93,0,0
V1rd18,0,0
Gm46993,0,0
Klhl14,0,0
Smok3b,0,0
Olfr1321,0,0
V1rd19,0,0
Amfr,5842,6004
Pak1ip1,1832,1690
Mrnip,177,143
Mrps28,903,665
Synpr,0,0
Fbxo22,964,935
Mtap,1304,1218
H3c7,54,86
Hunk,0,0
Olfr794,0,0
Olfr127,0,0
Olfr1284,0,0
Olfr593,0,0
Bola3,1496,1106
Olfr983,0,0
Olfr969,0,0
Olfr39,0,0
Olfr273,0,0
Olfr1184,0,0
Olfr640,0,0
Olfr629,0,0
Olfr655,0,0
Olfr466,0,0
Emc4,1362,1197
Tmed4,853,1048
Ano9,0,0
Stk-ps2,0,0
Popdc3,0,0
Gadl1,0,0
Cyp4f39,54,58
Kbtbd11,595,479
Tm9sf3,6900,7295
Hook1,385,495
Blvra,1792,1492
Ier3,892,599
Ces1e,0,0
4930562C15Rik,0,4
Nhej1,117,104
Tmbim4,3053,2694
Lypd4,0,0
Pde5a,4,3
Cd109,34,18
Armcx5,56,83
F930017D23Rik,0,0
Eprn,0,0
Ankrd17,1778,1804
Tbx19,32,13
Vmn1r234,0,0
Clec2h,0,0
Mrpl43,451,337
Acoxl,204,93
Fam166a,0,22
A530032D15Rik,0,0
Krt78,0,0
Zfp523,462,342
Phxr4,15,13
Dleu2,39,41
Bcl2l14,18,8
Olfr1301,0,0
Msx1os,0,0
G630025P09Rik,0,1
Zfp580,201,182
Fzd3,0,0
Lhfpl5,0,0
Prl3d3,0,0
Prl3d2,0,0
Zfp706,4505,4432
Meiob,0,0
Tex38,0,1
Mfsd13a,1417,1037
4930453N24Rik,1556,1372
Sp110,595,677
Tspan1,0,0
Olfr1298,0,0
Olfr1294,0,0
Olfr1299,0,0
Olfr876,0,0
Olfr874,0,0
Olfr1404,0,0
Olfr330,0,0
Platr21,0,0
Rps27a,5461,3813
Snx9,1623,1642
4930507D05Rik,3,21
Atp6v1b2,2611,2225
Cd5,166,140
Mtf1,917,766
Acat1,3261,2806
Gm8801,0,1
Snord14d,0,0
Snord14a,0,0
Dot1l,902,837
Rab11fip3,186,196
Atp6v0b,3661,2977
1700034I23Rik,0,0
Mirg,0,0
Dppa3,0,0
Rasal2,11,28
Cd3eap,413,359
Klc3,402,445
Riok1,1649,1214
1700037C18Rik,49,41
Cib4,0,0
Pnma3,0,0
Fcf1,1333,1133
Kprp,0,0
Cenpq,427,441
Grk5,39,13
Art4,457,424
Upk3a,0,0
Zfp395,71,66
Pcdhgb2,9,0
Slitrk6,0,0
Lmod1,0,0
Fam92b,0,1
Ccdc167,19,16
Vcam1,11,2
Efcab5,1,0
Cntnap4,0,0
Ubtd1,913,575
Prss29,0,0
Eml3,1557,1435
2210417A02Rik,2,0
Mcpt-ps1,0,0
Snord83b,0,2
Snord43,0,2
Prr18,0,1
Chd5,0,0
Bc1,1,0
Olfr893,0,0
Olfr135,0,0
Olfr77,0,0
Olfr374,0,0
Olfr1396,0,0
Zfp951,17,38
Pink1,2375,2523
Ilf2,1386,1258
Pycr2,1702,1529
Slco5a1,0,0
9930021J03Rik,330,325
Gm5148,159,124
Idh3a,3967,3538
4921507P07Rik,3,0
Clic1,19660,17904
Krt34,0,0
Serp1,5957,5257
Etnk1,699,908
Taf5,355,317
Ptbp3,2553,2694
Nvl,841,1110
Isoc1,1704,1326
Tmc4,30,20
Cd207,0,0
Exoc3l,1846,1267
Pef1,1586,1308
Eif1b,1442,1183
Prss22,0,0
Synpo2,0,3
Usp42,641,583
Tor1b,558,659
Trappc11,731,713
Phldb1,27,23
Atp6v1e2,0,0
Ccdc181,257,390
Meikin,0,0
Magea10,0,0
Oosp1,0,0
Gtpbp6,101,61
Hus1b,0,1
H3c8,37,44
Il17c,0,0
Lin28a,0,0
Ttc27,492,335
Mcmbp,1955,1988
Purg,13,4
Sepsecs,172,141
Exosc5,1314,1141
Cxcl10,31,93
Hif1an,370,382
Xlr4c,168,122
Iqub,0,0
Mrgprf,0,0
Mios,527,563
Pskh1,360,366
Zfp775,320,295
Klhdc7a,0,0
Fam110b,3,12
Gm15104,0,0
Mrtfb,101,87
Gm4871,0,0
Gm44,0,0
Usp35,17,49
Cym,0,0
Cps1,0,0
Tmem28,0,0
Gm39115,0,0
Helq,266,279
Rhoh,4243,4552
Flnb,998,1473
Rbm24,0,0
Sdr39u1,457,330
Phip,1014,1274
Pprc1,383,426
Irs2,3031,2554
Tas2r117,0,0
Tas2r114,0,0
Kcnrg,3,1
Defb37,0,0
Ccdc142,24,25
Dnaaf3,82,84
Prss53,0,0
Mtmr7,220,175
L1td1,0,0
Ptchd1,0,0
Tbc1d10c,8345,7298
Spopfm2,0,0
Cx3cr1,40,105
Sult6b1,2,2
Cntnap3,0,0
Fuom,126,115
A1bg,0,0
Dlgap3,0,1
Xpot,1557,1570
Zfp174,11,5
Myorg,3,10
Fsip2l,0,0
Lyrm9,366,333
Myo5c,6,3
Ccdc154,0,0
Duox2,0,0
Lonrf1,40,26
Lce3f,0,0
Hcn4,0,0
Otud6a,0,0
Trappc10,1006,1086
Zscan4f,0,0
Mettl8,170,165
Pdzd2,27,26
Sned1,0,0
Smyd4,510,452
Sprr2a2,0,0
Rnf43,45,54
Kcnk6,92,59
Rasl10b,0,0
Defb33,0,0
Rdh8,0,0
Eras,0,0
Nostrin,2,14
Vmn2r86,0,0
Gpat2,0,0
Dhtkd1,0,0
Gabrd,0,4
Zfp108,0,0
Mtr,338,473
Cyp2b23,0,0
Trpc2,0,0
Hs3st2,0,0
Pds5a,1692,1862
Dennd3,1072,869
Coq10a,336,298
Btbd16,0,3
G6pdx,2013,1929
H2al1k,0,0
Gm13275,0,0
Gm13276,0,0
Gm13283,0,0
Eml5,60,59
Hnrnpul2,574,367
Gm13271,1,0
Fthl17c,0,0
Fthl17b,0,0
Gm765,0,0
H2al1o,0,0
Arid1b,699,853
Marchf4,0,0
Spata22,0,0
Morc3,433,536
Mipol1,25,39
Vmn2r28,0,0
Prkaa1,539,627
Tln2,117,50
Urb2,341,317
Bicra,129,131
Lrp2,0,0
Cenpw,904,741
Skor2,0,0
Ankrd63,1,1
Jcad,1260,1227
Sap25,0,0
Vmn2r85,0,0
Gm10267,0,0
Adgrl2,9,7
Kat6a,366,255
Tigd2,1047,968
Kcna10,0,0
Awat1,0,0
Kcng1,0,0
Chrna10,0,0
Vmn2r126,0,0
Rtl9,0,0
Mtcp1,11,5
Pjvk,0,0
Rsph3b,187,177
Snx30,11,42
Rab11fip2,217,171
Ifnl2,0,0
Ogfrl1,791,888
Glul,411,464
Gli3,0,0
Gja8,3,0
Lrp5,31,19
Lrp1,109,61
Mcm3,6803,6560
Mcl1,5968,5424
Mc3r,0,0
Mc1r,8,6
Syndig1l,0,0
Rbp2,0,0
Rbbp7,6502,6495
Rbbp4,7375,7595
Mef2b,0,0
Gcdh,616,481
Cplane2,2,8
Kif24,63,108
Stambp,784,671
Ceacam5,0,0
Bicdl1,753,793
Dnah9,0,0
P2ry10,425,494
Gtf2h5,2134,1557
Ndufb4c,15,9
Cemip2,611,290
Rubcn,310,316
Tas2r122,0,0
Tctn1,101,91
Itpripl2,220,163
Dcp1b,186,187
Krtap17-1,0,0
Zfp808,41,27
Kcnq4,2,10
Pnrc1,1636,1510
Cd69,4485,5283
Agl,705,680
Clrn3,4,0
Dyrk4,5,18
Garem1,13,7
Ddx47,2255,2046
Ribc2,0,0
Slc48a1,2815,2403
Pcyt1b,160,308
Pxk,699,854
Bank1,11,7
Olr1,40,24
Etnk2,0,0
Cntnap5c,0,0
Fam120c,123,95
Perm1,8,0
Acsf2,360,473
Nckap1l,5113,4814
Olfr734,0,0
Olfr13,0,0
Olfr11,0,0
Suclg1,3380,2908
Tmc1,0,0
Vmn1r174,0,0
B130006D01Rik,26,11
4932414J04Rik,0,0
Olfr257,0,0
Slc34a1,0,0
Tcap,0,0
Myh1,0,0
Kmo,34,31
Hps4,507,489
Xxylt1,271,443
Ap2s1,4440,3605
Vmn1r43,0,0
Vmn1r47,0,0
Vmn1r48,0,0
Myo1f,8028,9339
Fam98b,158,146
Nampt,1529,1637
Mir15a,0,0
Pcdhgb7,3,1
Alms1-ps2,0,0
Gm35549,0,0
Lrwd1,1930,1739
Pcsk9,0,4
Vps26b,1275,1336
Adcy2,0,3
Akr1c21,0,1
Smo,94,82
Fbxo48,32,35
Mir743b,0,0
Mir497,0,0
Zswim2,2,0
Tsga10ip,2,2
Arhgef38,0,0
As3mt,36,17
Fam219aos,0,3
9230102O04Rik,3,2
Rpl41,11153,8683
Lrp1b,0,0
Mir694,0,0
Mir693,0,0
Mir692-1,0,0
Mir491,0,0
Mir455,0,0
Mir695,0,0
Mir146b,0,0
Mir100,0,0
Mir25,0,0
Mir19a,0,0
Manba,996,1033
Entpd7,317,343
Styx,57,41
Kat8,426,343
Elac1,177,206
Qprt,101,78
Rab31,225,269
Josd1,846,882
Socs5,20,27
Slc30a5,1196,1321
Spats1,19,37
St8sia6,0,0
Veph1,0,0
Itpr3,846,946
Kcnmb1,0,0
Dgcr8,224,302
Lztfl1,180,140
Mbd3l2,0,0
Ralb,758,577
Acsf3,395,289
Zfp296,276,177
Rasa1,1605,1680
1700102P08Rik,0,3
Pgp,5757,5083
Tti1,511,478
Tex29,1,0
Eppin,0,0
Endod1,1883,1563
Xrcc4,278,268
Gins3,244,320
Mir1190,0,0
Mir1187,0,0
Mir195b,0,0
Lmx1a,0,0
Lgalsl,406,427
Dusp23,232,141
Zbtb46,145,206
Cep89,534,575
Pygo1,0,0
Amer2,0,0
Btbd7,141,112
Pibf1,192,264
Magee1,332,394
Ints11,3008,2876
Taar1,0,0
Olfr508,0,0
Asb14,0,4
Slc17a6,16,15
Olfr497,0,0
Olfr491,0,0
Pask,183,312
Nek8,484,436
Olfr24,0,0
Olfr952,0,0
Mpo,0,1
Pllp,0,1
Dgat2,76,109
Tex46,0,0
Ddx18,1242,1041
Ston1,0,0
Gm6548,81,41
Hirip3,109,124
Kif18a,150,274
Tmem181c-ps,5,1
Lrfn4,126,159
Mms22l,646,852
Gm17455,18,22
Hsdl1,984,1378
Mtmr6,1202,1532
Cers1,0,0
Afm,0,0
Pcdhga5,1,0
Diras1,0,0
Sesn2,1486,1163
Aldob,0,0
Bsnd,0,0
Fam107b,8117,9300
Akr1b10,563,490
Osbpl10,0,2
Srsf2,8389,7510
Frzb,0,2
Tmem50a,8133,7695
Cstdc1,0,0
Mir181b-1,0,0
Mir138-1,0,0
Mir9-3,0,0
Mir9-1,0,0
Mir92-1,0,0
Mir124a-2,0,0
Mir124a-1,0,0
Mir135a-2,0,0
Mir199b,0,0
Mir199a-2,0,0
Mir29b-2,0,0
Mir224,0,0
Mir211,0,0
Mir33,0,0
Mir26a-2,0,0
Cfap61,0,0
Fam131a,0,10
Pelp1,487,389
Il23a,43,19
Hes7,5,3
Lrrc25,0,1
Dock2,5274,6698
Zcchc9,780,702
1700026D11Rik,0,0
Ddx41,2931,2564
Cyp2c53-ps,0,0
Riok3,2532,2265
Ankrd11,5442,4047
Mlxip,694,718
Snhg14,2,2
Sod2,1797,1549
Parvb,3,0
Tprn,646,658
Wdr4,614,492
Olfr900,0,0
Snord72,0,1
Tmem269,0,0
Sf3b3,2523,2794
Ptf1a,0,0
Arrdc4,268,228
Rsl1d1,4466,3859
Gimap7,3171,3217
Fndc3b,41,38
9130023H24Rik,71,28
Atp10b,1,1
Enpp3,0,0
Gm6524,0,0
0610039K10Rik,4,3
Olfr1511,0,0
Olfr370,0,0
Olfr769,0,0
Olfr772,0,0
Olfr1506,0,0
Hnmt,0,0
Mrps6,966,663
Tusc2,884,610
Zcchc7,665,464
Gm5464,9,8
Rictor,676,717
Zfp160,36,83
Pde6a,2,0
Chst8,0,0
Wdfy2,30,22
Cldn34b4,0,0
Angptl6,77,46
Lrrc3,6,0
Bcl3,1951,1863
Gm4371,0,3
1700084E18Rik,3,3
BC037032,34,20
6330407A03Rik,2,1
0610038B21Rik,5,3
Pcdhb1,0,0
Smarca5,3328,3625
Gm5129,4,14
Gm2176,0,0
A530058N18Rik,0,0
A930004D18Rik,14,4
1700018L02Rik,3,3
2700099C18Rik,63,73
Pim3,1862,1358
Cerk,1023,1138
Gm11217,0,0
Pard3bos2,0,0
Gm15509,0,0
Mir184,0,0
Rcc1,1329,1230
1700010B08Rik,0,0
Hspb9,1,4
Pfn3,0,0
Stpg4,0,1
Gtf2f1,2295,2165
Card14,0,0
Prps1l1,0,0
Ubl4a,76,77
Nron,1,0
Mir1942,0,0
Chmp5,1821,1712
Smarcd2,4413,4772
Dus3l,581,565
Wasf1,2,0
Zfp91,252,281
Olfr642,0,0
Abca15,0,0
Ndufv1,4732,3808
Hyal5,0,0
Platr26,0,0
Mir21c,0,0
Dhrs2,0,9
Olfr1232,0,0
Mrm2,238,189
Olfr1145,0,0
Olfr727,0,0
Olfr1495,0,0
Olfr1265,0,0
Olfr1269,0,0
Ppp4r4,6,2
Lrrc26,0,0
Selenok-ps1,0,0
Pvt1,179,165
Appbp2os,40,31
Anapc13,732,591
Prune2,4,6
Olfr446,0,0
Olfr1167,0,0
Olfr1143,0,0
Olfr1324,0,0
Olfr1484,0,0
Mir1962,1,0
Mir1961,0,0
Mir1960,0,0
Mir1958,0,0
Mir1955,0,0
Cabin1,1153,1184
E2f4,5442,4133
Psen1,2067,2199
Olfr976,0,0
Olfr1359,0,0
Prss45,0,0
Olfr1310,0,0
Olfr1317,0,0
Ces2f,0,0
Atad2b,418,437
Snord7,0,0
5830417I10Rik,195,175
BC005624,1142,1019
Olfr101,0,0
Mis18bp1,323,383
Gm17762,5,2
1700061N14Rik,0,0
C230029F24Rik,0,0
Prex2,1,2
Olfml2a,0,0
4930404I05Rik,0,0
Olfr1393,0,0
Zc3h3,73,67
Olfr1309,0,0
Olfr215,0,0
Olfr450,0,0
Ifi204,4,7
Olfr732,0,0
Olfr733,0,0
Olfr365,0,0
Olfr1112,0,0
Sectm1a,12,35
Olfr828,0,0
Larp1b,674,572
Olfr698,0,0
Olfr710,0,0
Olfr700,0,0
Utp25,108,96
Olfr1015,0,0
Mmgt2,541,521
Gpr151,0,0
Kif6,0,3
2310043M15Rik,0,0
Gm35073,0,0
Gm26685,0,0
Mir221,0,0
Mir124-2hg,0,0
Zfp810,137,176
Olfr1501,0,0
Olfr116,0,0
Olfr148,0,0
Fndc9,25,22
Slc38a11,14,7
Olfr1094,0,0
Rnf222,0,0
Olfr100,0,0
5031410I06Rik,0,0
Mgat5,288,286
B230319C09Rik,9,2
Dcaf12,1577,1410
Slc16a3,13609,13015
Lmbr1l,548,563
Fam177a,0,0
Ptprb,0,0
Olfr1406,0,0
Olfr414,0,0
Olfr672,0,0
Olfr214,0,0
Olfr678,0,0
Olfr583,0,0
Olfr608,0,0
Olfr551,0,0
Olfr556,0,0
Mrpl17,2399,1934
Olfr1436,0,0
Olfr235,0,0
Olfr513,0,0
Olfr429,0,0
Olfr424,0,0
Olfr430,0,0
Olfr433,0,0
Olfr432,0,0
Olfr419,0,0
Slc35g1,321,371
Olfr1208,0,0
Olfr818,0,0
Sdhc,3421,2599
Mrpl54,2843,2253
Olfr1189,0,0
Olfr1176,0,0
Olfr259,0,0
Ndufb5,3602,2731
Trim17,7,3
Gprc5a,8,0
Pkd2l1,0,0
Fn3krp,10,7
Tmem71,820,931
Hbq1a,0,0
Trim35,2539,2484
Nop53,7343,6112
Caskin2,34,97
Npl,53,61
Fpgt,175,221
Psg20,0,0
Pawr,4,3
AI597479,172,144
Olfr923,0,0
Olfr172,0,0
Olfr173,0,0
Laptm4b,24,1
Olfr691,0,0
Olfr667,0,0
Olfr668,0,0
Hibadh,1770,1619
Edaradd,25,22
Gm11937,0,0
Gm11596,0,0
Krtap9-5,0,0
Asb16,2,8
Bud13,599,445
Spink11,0,0
Mir1948,0,0
Mir1969,0,1
Mir1963,0,0
Adh6b,0,0
Mir409,0,0
Olfr711,0,0
Olfr714,0,0
Olfr705,0,0
